,35,25,65,62,30,55,45,22,60,75,70,16,20
73383,9561.0,,,,,,,,,,,,
73385,1531.0,,,,,,,,,,,,
73506,17803.0,,,,,,,,,,,,
73507,119.0,,,,,,,,,,,,
73648,569.0,,,,,,,,,,,,
73753,922.0,,,,,,,,,,,,
73898,375.0,,,,,,,,,,,,
74061,184.0,,,,,,,,,,,,
74062,1531.0,,,,,,,,,,,,
74171,43227.0,,,,,,,,,,,,
74232,837.0,,,,,,,,,,,,
74292,184.0,,,,,,,,,,,,
74331,46933.0,,,,,,,,,,,,
74430,837.0,,,,,,,,,,,,
74500,375.0,,,,,,,,,,,,
74576,569.0,,,,,,,,,,,,
74596,6963.0,,,,,,,,,,,,
74694,375.0,,,,,,,,,,,,
74813,184.0,,,,,,,,,,,,
74845,15858.0,,,,,,,,,,,,
75024,658.0,,,,,,,,,,,,
75219,658.0,,,,,,,,,,,,
75498,837.0,,,,,,,,,,,,
75554,9233.0,,,,,,,,,,,,
75577,184.0,,,,,,,,,,,,
75615,2164.0,,,,,,,,,,,,
75662,303.0,,,,,,,,,,,,
75699,837.0,,,,,,,,,,,,
75727,22031.0,,,,,,,,,,,,
75835,303.0,,,,,,,,,,,,
75880,837.0,,,,,,,,,,,,
76061,658.0,,,,,,,,,,,,
76149,184.0,,,,,,,,,,,,
76170,569.0,,,,,,,,,,,,
76256,30115.0,,,,,,,,,,,,
76330,437.0,,,,,,,,,,,,
76466,303.0,,,,,,,,,,,,
76726,32952.0,,,,,,,,,,,,
76789,922.0,,,,,,,,,,,,
76848,8495.0,,,,,,,,,,,,
77019,837.0,,,,,,,,,,,,
77093,184.0,,,,,,,,,,,,
77371,658.0,,,,,,,,,,,,
77426,569.0,,,,,,,,,,,,
77558,6521.0,,,,,,,,,,,,
77646,837.0,,,,,,,,,,,,
77766,3811.0,,,,,,,,,,,,
77851,46933.0,,,,,,,,,,,,
77962,184.0,,,,,,,,,,,,
78029,184.0,,,,,,,,,,,,
78071,569.0,,,,,,,,,,,,
410,,5490.0,,,,,,,,,,,
445,,13.0,,,,,,,,,,,
1179,,2831.0,,,,,,,,,,,
